,Comparison,Metric,Segment,value
136,GTvsDL,MSD,pcm_mid,0.90128618401635
137,GTvsDL,VolumeRatio,pcm_mid,0.40903789165552384
138,GTvsDLB,DICE,pcm_mid,0.8591974630287931
139,GTvsDLB,EPL,pcm_mid,846.6796875
140,GTvsDLB,Hausdorff,pcm_mid,5.2056511887684245
141,GTvsDLB,LineRatio,pcm_mid,0.5515567091254521
142,GTvsDLB,MSD,pcm_mid,0.22062537429338525
143,GTvsDLB,VolumeRatio,pcm_mid,0.13837010163459726
144,GTvsATLAS,DICE,pcm_up,0.6247949885745068
145,GTvsATLAS,EPL,pcm_up,1927.734375
146,GTvsATLAS,Hausdorff,pcm_up,15.374523747952562
147,GTvsATLAS,LineRatio,pcm_up,0.8194608033699065
148,GTvsATLAS,MSD,pcm_up,1.328472152061144
149,GTvsATLAS,VolumeRatio,pcm_up,0.3813469839054582
150,GTvsDL,DICE,pcm_up,0.604129583481666
151,GTvsDL,EPL,pcm_up,2002.734375
152,GTvsDL,Hausdorff,pcm_up,15.802507341597725
153,GTvsDL,LineRatio,pcm_up,0.8415597235932872
154,GTvsDL,MSD,pcm_up,1.2998796055087078
155,GTvsDL,VolumeRatio,pcm_up,0.4711392405063291
156,GTvsDLB,DICE,pcm_up,0.7926538452157676
157,GTvsDLB,EPL,pcm_up,1477.1484375
158,GTvsDLB,Hausdorff,pcm_up,8.499646355622847
159,GTvsDLB,LineRatio,pcm_up,0.6484211041929726
160,GTvsDLB,MSD,pcm_up,0.4248757372081545
161,GTvsDLB,VolumeRatio,pcm_up,0.19431379722445796
162,GTvsATLAS,DICE,spinalcord,0.7842082084247612
163,GTvsATLAS,EPL,spinalcord,2661.9921875
164,GTvsATLAS,Hausdorff,spinalcord,6.954108076570639
165,GTvsATLAS,LineRatio,spinalcord,0.7643710519088163
166,GTvsATLAS,MSD,spinalcord,0.4006013287994014
167,GTvsATLAS,VolumeRatio,spinalcord,0.20975115915454018
168,GTvsDL,DICE,spinalcord,0.8375892012724616
169,GTvsDL,EPL,spinalcord,2477.34375
170,GTvsDL,Hausdorff,spinalcord,5.6873497576309635
171,GTvsDL,LineRatio,spinalcord,0.7035909920876445
172,GTvsDL,MSD,spinalcord,0.25380165719907793
173,GTvsDL,VolumeRatio,spinalcord,0.13589076723016905
174,GTvsDLB,DICE,spinalcord,0.8447305840728496
175,GTvsDLB,EPL,spinalcord,2443.359375
176,GTvsDLB,Hausdorff,spinalcord,4.6875
177,GTvsDLB,LineRatio,spinalcord,0.6888227513227513
178,GTvsDLB,MSD,spinalcord,0.21483190038807387
179,GTvsDLB,VolumeRatio,spinalcord,0.10471946526230504
180,GTvsATLAS,DICE,submandibular_merged,0.6552316121814963
181,GTvsATLAS,EPL,submandibular_merged,1579.1015625
182,GTvsATLAS,Hausdorff,submandibular_merged,12.115382217097196
183,GTvsATLAS,LineRatio,submandibular_merged,0.8858534230627253
184,GTvsATLAS,MSD,submandibular_merged,1.0915792156148552
185,GTvsATLAS,VolumeRatio,submandibular_merged,0.2003467187222199
186,GTvsDL,DICE,submandibular_merged,0.8171428571428571
187,GTvsDL,EPL,submandibular_merged,1425.0
188,GTvsDL,Hausdorff,submandibular_merged,9.300170109331336
189,GTvsDL,LineRatio,submandibular_merged,0.737750556792873
190,GTvsDL,MSD,submandibular_merged,0.4525499603031738
191,GTvsDL,VolumeRatio,submandibular_merged,0.19138448349764253
192,GTvsDLB,DICE,submandibular_merged,0.9006845917253695
193,GTvsDLB,EPL,submandibular_merged,1185.9375
194,GTvsDLB,Hausdorff,submandibular_merged,4.0
195,GTvsDLB,LineRatio,submandibular_merged,0.6045400238948626
196,GTvsDLB,MSD,submandibular_merged,0.1371370421001593
197,GTvsDLB,VolumeRatio,submandibular_merged,0.0865607710155274
198,GTvsATLAS,DICE,thyroid,0.6203807390817471
199,GTvsATLAS,EPL,thyroid,2026.171875
200,GTvsATLAS,Hausdorff,thyroid,18.0381066361086
201,GTvsATLAS,LineRatio,thyroid,0.8816705336426914
202,GTvsATLAS,MSD,thyroid,1.2488596727488408
203,GTvsATLAS,VolumeRatio,thyroid,0.19223928860145514
204,GTvsDL,DICE,thyroid,0.8631082999870918
205,GTvsDL,EPL,thyroid,1590.234375
206,GTvsDL,Hausdorff,thyroid,6.735453437431848
207,GTvsDL,LineRatio,thyroid,0.6860681114551084
208,GTvsDL,MSD,thyroid,0.23839304496503844
209,GTvsDL,VolumeRatio,thyroid,0.12799386855719486
210,GTvsDLB,DICE,thyroid,0.8835698039640419
211,GTvsDLB,EPL,thyroid,1462.5
212,GTvsDLB,Hausdorff,thyroid,6.038693593195468
213,GTvsDLB,LineRatio,thyroid,0.6244897959183674
214,GTvsDLB,MSD,thyroid,0.1869537980710364
215,GTvsDLB,VolumeRatio,thyroid,0.1002594231649626
216,GTvsDL,DICE,brainstem_1,0.8550287750068513
217,GTvsDL,EPL,brainstem_1,680.859375
218,GTvsDL,Hausdorff,brainstem_1,6.582725529036206
219,GTvsDL,LineRatio,brainstem_1,0.3635235732009925
220,GTvsDL,MSD,brainstem_1,0.2911451990706753
221,GTvsDL,VolumeRatio,brainstem_1,0.05397070161912105
222,GTvsDLB,DICE,brainstem_1,0.9111385374884295
223,GTvsDLB,EPL,brainstem_1,480.46875
224,GTvsDLB,Hausdorff,brainstem_1,4.76790416810678
225,GTvsDLB,LineRatio,brainstem_1,0.2420785804816223
226,GTvsDLB,MSD,brainstem_1,0.14025206453663489
227,GTvsDLB,VolumeRatio,brainstem_1,0.0180980023903022
228,GTvsATLAS,DICE,esophagus_1,0.5882274718766026
229,GTvsATLAS,EPL,esophagus_1,756.787109375
230,GTvsATLAS,Hausdorff,esophagus_1,21.16583558806994
231,GTvsATLAS,LineRatio,esophagus_1,0.5833123380362799
232,GTvsATLAS,MSD,esophagus_1,2.149631521267733
233,GTvsATLAS,VolumeRatio,esophagus_1,0.20711106507189414
234,GTvsDL,DICE,esophagus_1,0.7408695652173913
235,GTvsDL,EPL,esophagus_1,383.203125
236,GTvsDL,Hausdorff,esophagus_1,15.150321508842282
237,GTvsDL,LineRatio,esophagus_1,0.2813620071684588
238,GTvsDL,MSD,esophagus_1,0.8935017066712292
239,GTvsDL,VolumeRatio,esophagus_1,0.07407407407407407
240,GTvsDLB,DICE,esophagus_1,0.8857815312197148
241,GTvsDLB,EPL,esophagus_1,161.71875
242,GTvsDLB,Hausdorff,esophagus_1,4.225255400934363
243,GTvsDLB,LineRatio,esophagus_1,0.14314789687924015
244,GTvsDLB,MSD,esophagus_1,0.15866142918889545
245,GTvsDLB,VolumeRatio,esophagus_1,0.014271151885830785
246,GTvsDL,DICE,eyeback_merged_1,0.7525655644241733
247,GTvsDL,EPL,eyeback_merged_1,558.984375
248,GTvsDL,Hausdorff,eyeback_merged_1,6.954108076570639
249,GTvsDL,LineRatio,eyeback_merged_1,0.5031645569620253
250,GTvsDL,MSD,eyeback_merged_1,0.6519014628767817
251,GTvsDL,VolumeRatio,eyeback_merged_1,0.15571913929784825
252,GTvsDLB,DICE,eyeback_merged_1,0.8968704226154854
253,GTvsDLB,EPL,eyeback_merged_1,236.71875
254,GTvsDLB,Hausdorff,eyeback_merged_1,4.335385953062519
255,GTvsDLB,LineRatio,eyeback_merged_1,0.18672240265838821
256,GTvsDLB,MSD,eyeback_merged_1,0.15300694020571823
257,GTvsDLB,VolumeRatio,eyeback_merged_1,0.018523258220155304
258,GTvsDL,DICE,eyefront_merged_1,0.2046204620462046
259,GTvsDL,EPL,eyefront_merged_1,513.28125
260,GTvsDL,Hausdorff,eyefront_merged_1,11.600970628841797
261,GTvsDL,LineRatio,eyefront_merged_1,0.8333333333333334
262,GTvsDL,MSD,eyefront_merged_1,1.4035014286251113
263,GTvsDL,VolumeRatio,eyefront_merged_1,0.5882984433709071
264,GTvsDLB,DICE,eyefront_merged_1,0.8549464287825089
265,GTvsDLB,EPL,eyefront_merged_1,192.7734375
266,GTvsDLB,Hausdorff,eyefront_merged_1,4.423451100287308
267,GTvsDLB,LineRatio,eyefront_merged_1,0.19558140924756462
268,GTvsDLB,MSD,eyefront_merged_1,0.22170727329453047
269,GTvsDLB,VolumeRatio,eyefront_merged_1,0.019707415967878075
270,GTvsATLAS,DICE,lips_1,0.6067036453394321
271,GTvsATLAS,EPL,lips_1,1027.890625
272,GTvsATLAS,Hausdorff,lips_1,14.342424435286741
273,GTvsATLAS,LineRatio,lips_1,0.5234787480105144
274,GTvsATLAS,MSD,lips_1,1.3430516608571181
275,GTvsATLAS,VolumeRatio,lips_1,0.11220678475416547
276,GTvsDL,DICE,lips_1,0.6396432914471019
277,GTvsDL,EPL,lips_1,864.84375
278,GTvsDL,Hausdorff,lips_1,13.513827553889016
279,GTvsDL,LineRatio,lips_1,0.4957446808510638
280,GTvsDL,MSD,lips_1,1.1717343743080653
281,GTvsDL,VolumeRatio,lips_1,0.1892980437284235
282,GTvsDLB,DICE,lips_1,0.8642038216560508
283,GTvsDLB,EPL,lips_1,377.34375
284,GTvsDLB,Hausdorff,lips_1,6.582725529036206
285,GTvsDLB,LineRatio,lips_1,0.22550675675675674
286,GTvsDLB,MSD,lips_1,0.2496297482314025
287,GTvsDLB,VolumeRatio,lips_1,0.03346456692913386
288,GTvsATLAS,DICE,mandible_1,0.8744567986333802
289,GTvsATLAS,EPL,mandible_1,1134.375
290,GTvsATLAS,Hausdorff,mandible_1,12.0
291,GTvsATLAS,LineRatio,mandible_1,0.16498625114573787
292,GTvsATLAS,MSD,mandible_1,0.2884655843139136
293,GTvsATLAS,VolumeRatio,mandible_1,0.032440810218587995
294,GTvsDL,DICE,mandible_1,0.9222661335181153
295,GTvsDL,EPL,mandible_1,464.0625
296,GTvsDL,Hausdorff,mandible_1,9.037986641001297
297,GTvsDL,LineRatio,mandible_1,0.06259685409038901
298,GTvsDL,MSD,mandible_1,0.15533984430489578
299,GTvsDL,VolumeRatio,mandible_1,0.011245107357424107
300,GTvsDLB,DICE,mandible_1,0.9308125459299522
301,GTvsDLB,EPL,mandible_1,402.5390625
302,GTvsDLB,Hausdorff,mandible_1,6.6191205550514205
303,GTvsDLB,LineRatio,mandible_1,0.05009606475519087
304,GTvsDLB,MSD,mandible_1,0.1211784069734307
305,GTvsDLB,VolumeRatio,mandible_1,0.010355059891893757
306,GTvsATLAS,DICE,parotid_merged_1,0.7330223667081528
307,GTvsATLAS,EPL,parotid_merged_1,2812.39453125
308,GTvsATLAS,Hausdorff,parotid_merged_1,14.82212117176309
309,GTvsATLAS,LineRatio,parotid_merged_1,0.6386854489824487
310,GTvsATLAS,MSD,parotid_merged_1,0.8351793475295264
311,GTvsATLAS,VolumeRatio,parotid_merged_1,0.04802937754508435
312,GTvsDL,DICE,parotid_merged_1,0.8433994435968769
313,GTvsDL,EPL,parotid_merged_1,1687.5
314,GTvsDL,Hausdorff,parotid_merged_1,12.0
315,GTvsDL,LineRatio,parotid_merged_1,0.3908794788273616
316,GTvsDL,MSD,parotid_merged_1,0.37176242129867937
317,GTvsDL,VolumeRatio,parotid_merged_1,0.05360027694438034
318,GTvsDLB,DICE,parotid_merged_1,0.8774381585830655
319,GTvsDLB,EPL,parotid_merged_1,1403.828125
320,GTvsDLB,Hausdorff,parotid_merged_1,9.585959785018922
321,GTvsDLB,LineRatio,parotid_merged_1,0.32197258187357203
322,GTvsDLB,MSD,parotid_merged_1,0.26188015019539795
323,GTvsDLB,VolumeRatio,parotid_merged_1,0.04478466161110317
324,GTvsATLAS,DICE,pcm_low_1,0.5432924563359346
325,GTvsATLAS,EPL,pcm_low_1,448.828125
326,GTvsATLAS,Hausdorff,pcm_low_1,12.113900364096198
327,GTvsATLAS,LineRatio,pcm_low_1,0.4824016563146998
328,GTvsATLAS,MSD,pcm_low_1,1.7562944512093133
329,GTvsATLAS,VolumeRatio,pcm_low_1,0.19289693593314766
330,GTvsDL,DICE,pcm_low_1,0.5953176772466113
331,GTvsDL,EPL,pcm_low_1,478.125
332,GTvsDL,Hausdorff,pcm_low_1,12.393577328260456
333,GTvsDL,LineRatio,pcm_low_1,0.48227532425645636
334,GTvsDL,MSD,pcm_low_1,1.2955464253291287
335,GTvsDL,VolumeRatio,pcm_low_1,0.27425317951241307
336,GTvsDLB,DICE,pcm_low_1,0.8568920105355575
337,GTvsDLB,EPL,pcm_low_1,157.03125
338,GTvsDLB,Hausdorff,pcm_low_1,4.225255400934363
339,GTvsDLB,LineRatio,pcm_low_1,0.15757042253521128
340,GTvsDLB,MSD,pcm_low_1,0.20907463107157848
341,GTvsDLB,VolumeRatio,pcm_low_1,0.0228486646884273
342,GTvsATLAS,DICE,pcm_mid_1,0.6188306830606334
343,GTvsATLAS,EPL,pcm_mid_1,601.171875
344,GTvsATLAS,Hausdorff,pcm_mid_1,10.85486603930413
345,GTvsATLAS,LineRatio,pcm_mid_1,0.4200618664281455
346,GTvsATLAS,MSD,pcm_mid_1,1.1067213901065789
347,GTvsATLAS,VolumeRatio,pcm_mid_1,0.15463001155740286
348,GTvsDL,DICE,pcm_mid_1,0.6653163123618145
349,GTvsDL,EPL,pcm_mid_1,492.7734375
350,GTvsDL,Hausdorff,pcm_mid_1,11.082543521075678
351,GTvsDL,LineRatio,pcm_mid_1,0.3888345646820223
352,GTvsDL,MSD,pcm_mid_1,0.90128618401635
353,GTvsDL,VolumeRatio,pcm_mid_1,0.2018805534968196
354,GTvsDLB,DICE,pcm_mid_1,0.8591974630287931
355,GTvsDLB,EPL,pcm_mid_1,204.4921875
356,GTvsDLB,Hausdorff,pcm_mid_1,5.2056511887684245
357,GTvsDLB,LineRatio,pcm_mid_1,0.13045292329594643
358,GTvsDLB,MSD,pcm_mid_1,0.22062537429338525
359,GTvsDLB,VolumeRatio,pcm_mid_1,0.028827405645734397
360,GTvsATLAS,DICE,pcm_up_1,0.6247949885745068
361,GTvsATLAS,EPL,pcm_up_1,1076.09375
362,GTvsATLAS,Hausdorff,pcm_up_1,15.374523747952562
363,GTvsATLAS,LineRatio,pcm_up_1,0.4779653299619904
364,GTvsATLAS,MSD,pcm_up_1,1.3284721520611438
365,GTvsATLAS,VolumeRatio,pcm_up_1,0.17843400663196496
366,GTvsDL,DICE,pcm_up_1,0.604129583481666
367,GTvsDL,EPL,pcm_up_1,1191.796875
368,GTvsDL,Hausdorff,pcm_up_1,15.802507341597725
369,GTvsDL,LineRatio,pcm_up_1,0.5245901639344263
370,GTvsDL,MSD,pcm_up_1,1.2998796055087078
371,GTvsDL,VolumeRatio,pcm_up_1,0.2740112994350282
372,GTvsDLB,DICE,pcm_up_1,0.7926538452157676
373,GTvsDLB,EPL,pcm_up_1,592.3828125
374,GTvsDLB,Hausdorff,pcm_up_1,8.499646355622847
375,GTvsDLB,LineRatio,pcm_up_1,0.27244188179659395
376,GTvsDLB,MSD,pcm_up_1,0.4248757372081545
377,GTvsDLB,VolumeRatio,pcm_up_1,0.06795273888775799
378,GTvsATLAS,DICE,spinalcord_1,0.7842082084247612
379,GTvsATLAS,EPL,spinalcord_1,1029.4921875
380,GTvsATLAS,Hausdorff,spinalcord_1,6.954108076570639
381,GTvsATLAS,LineRatio,spinalcord_1,0.2988423739717215
382,GTvsATLAS,MSD,spinalcord_1,0.4006013287994014
383,GTvsATLAS,VolumeRatio,spinalcord_1,0.05719670270169795
384,GTvsDL,DICE,spinalcord_1,0.8375892012724616
385,GTvsDL,EPL,spinalcord_1,636.328125
386,GTvsDL,Hausdorff,spinalcord_1,5.6873497576309635
387,GTvsDL,LineRatio,spinalcord_1,0.16142050040355124
388,GTvsDL,MSD,spinalcord_1,0.25380165719907793
389,GTvsDL,VolumeRatio,spinalcord_1,0.026570048309178744
390,GTvsDLB,DICE,spinalcord_1,0.8447305840728496
391,GTvsDLB,EPL,spinalcord_1,589.453125
392,GTvsDLB,Hausdorff,spinalcord_1,4.6875
393,GTvsDLB,LineRatio,spinalcord_1,0.16965317919075146
394,GTvsDLB,MSD,spinalcord_1,0.21483190038807387
395,GTvsDLB,VolumeRatio,spinalcord_1,0.013044187184086092
396,GTvsATLAS,DICE,submandibular_merged_1,0.6552316121814963
397,GTvsATLAS,EPL,submandibular_merged_1,1107.5
398,GTvsATLAS,Hausdorff,submandibular_merged_1,12.115382217097196
399,GTvsATLAS,LineRatio,submandibular_merged_1,0.6253350034539393
400,GTvsATLAS,MSD,submandibular_merged_1,1.0915792156148552
401,GTvsATLAS,VolumeRatio,submandibular_merged_1,0.09388016029871554
402,GTvsDL,DICE,submandibular_merged_1,0.8171428571428571
403,GTvsDL,EPL,submandibular_merged_1,501.5625
404,GTvsDL,Hausdorff,submandibular_merged_1,9.300170109331336
405,GTvsDL,LineRatio,submandibular_merged_1,0.32598039215686275
406,GTvsDL,MSD,submandibular_merged_1,0.4525499603031738
407,GTvsDL,VolumeRatio,submandibular_merged_1,0.08549542871262664
408,GTvsDLB,DICE,submandibular_merged_1,0.9006845917253695
409,GTvsDLB,EPL,submandibular_merged_1,300.0
410,GTvsDLB,Hausdorff,submandibular_merged_1,4.0
411,GTvsDLB,LineRatio,submandibular_merged_1,0.16897746967071056
412,GTvsDLB,MSD,submandibular_merged_1,0.1371370421001593
413,GTvsDLB,VolumeRatio,submandibular_merged_1,0.01842177618916689
414,GTvsATLAS,DICE,thyroid_1,0.6203807390817471
415,GTvsATLAS,EPL,thyroid_1,1436.71875
416,GTvsATLAS,Hausdorff,thyroid_1,18.0381066361086
417,GTvsATLAS,LineRatio,thyroid_1,0.6064935064935065
418,GTvsATLAS,MSD,thyroid_1,1.2488596727488408
419,GTvsATLAS,VolumeRatio,thyroid_1,0.09040564862245604
420,GTvsDL,DICE,thyroid_1,0.8631082999870918
421,GTvsDL,EPL,thyroid_1,406.640625
422,GTvsDL,Hausdorff,thyroid_1,6.735453437431848
423,GTvsDL,LineRatio,thyroid_1,0.1774580335731415
424,GTvsDL,MSD,thyroid_1,0.23839304496503844
425,GTvsDL,VolumeRatio,thyroid_1,0.02393397524071527
426,GTvsDLB,DICE,thyroid_1,0.8835698039640419
427,GTvsDLB,EPL,thyroid_1,356.25
428,GTvsDLB,Hausdorff,thyroid_1,6.038693593195468
429,GTvsDLB,LineRatio,thyroid_1,0.1619217081850534
430,GTvsDLB,MSD,thyroid_1,0.1869537980710364
431,GTvsDLB,VolumeRatio,thyroid_1,0.015202189115232594
432,GTvsDL,DICE,brainstem_2,0.8550287750068513
433,GTvsDL,EPL,brainstem_2,260.15625
434,GTvsDL,Hausdorff,brainstem_2,6.582725529036206
435,GTvsDL,LineRatio,brainstem_2,0.1479933110367893
436,GTvsDL,MSD,brainstem_2,0.2911451990706753
437,GTvsDL,VolumeRatio,brainstem_2,0.020527859237536656
438,GTvsDLB,DICE,brainstem_2,0.9111385374884295
439,GTvsDLB,EPL,brainstem_2,135.9375
440,GTvsDLB,Hausdorff,brainstem_2,4.76790416810678
441,GTvsDLB,LineRatio,brainstem_2,0.07513297872340426
442,GTvsDLB,MSD,brainstem_2,0.14025206453663489
443,GTvsDLB,VolumeRatio,brainstem_2,0.003886397608370703
444,GTvsATLAS,DICE,esophagus_2,0.5882274718766026
445,GTvsATLAS,EPL,esophagus_2,435.3515625
446,GTvsATLAS,Hausdorff,esophagus_2,21.16583558806994
447,GTvsATLAS,LineRatio,esophagus_2,0.3938680180894954
448,GTvsATLAS,MSD,esophagus_2,2.149631521267733
449,GTvsATLAS,VolumeRatio,esophagus_2,0.09580353524517868
450,GTvsDL,DICE,esophagus_2,0.7408695652173913
451,GTvsDL,EPL,esophagus_2,182.8125
452,GTvsDL,Hausdorff,esophagus_2,15.150321508842282
453,GTvsDL,LineRatio,esophagus_2,0.13356973995271867
454,GTvsDL,MSD,esophagus_2,0.8935017066712292
455,GTvsDL,VolumeRatio,esophagus_2,0.03151862464183381
456,GTvsDLB,DICE,esophagus_2,0.8857815312197148
