,Comparison,Metric,Segment,value
463,GTvsDLB,EPL,spinalcord_1,708.4143835616438
464,GTvsDLB,Hausdorff,spinalcord_1,15.991223814949292
465,GTvsDLB,LineRatio,spinalcord_1,0.2003447404430904
466,GTvsDLB,MSD,spinalcord_1,0.7617319735146264
467,GTvsDLB,VolumeRatio,spinalcord_1,0.03480185532819215
468,GTvsATLAS,DICE,submandibular_merged_1,0.6374241028327919
469,GTvsATLAS,EPL,submandibular_merged_1,1211.919921875
470,GTvsATLAS,Hausdorff,submandibular_merged_1,14.62026236356445
471,GTvsATLAS,LineRatio,submandibular_merged_1,0.6070957170704842
472,GTvsATLAS,MSD,submandibular_merged_1,1.353346274219786
473,GTvsATLAS,VolumeRatio,submandibular_merged_1,0.12170520492250596
474,GTvsDL,DICE,submandibular_merged_1,0.7825294699003015
475,GTvsDL,EPL,submandibular_merged_1,722.414381377551
476,GTvsDL,Hausdorff,submandibular_merged_1,12.397377103717462
477,GTvsDL,LineRatio,submandibular_merged_1,0.3464650587287141
478,GTvsDL,MSD,submandibular_merged_1,0.992329491746545
479,GTvsDL,VolumeRatio,submandibular_merged_1,0.14501122152636056
480,GTvsDLB,DICE,submandibular_merged_1,0.8899004897762086
481,GTvsDLB,EPL,submandibular_merged_1,447.1802455357143
482,GTvsDLB,Hausdorff,submandibular_merged_1,6.187208076400614
483,GTvsDLB,LineRatio,submandibular_merged_1,0.1978240089457169
484,GTvsDLB,MSD,submandibular_merged_1,0.2028688019466447
485,GTvsDLB,VolumeRatio,submandibular_merged_1,0.031942520473079536
486,GTvsATLAS,DICE,thyroid_1,0.5828724017050096
487,GTvsATLAS,EPL,thyroid_1,1485.7542386968084
488,GTvsATLAS,Hausdorff,thyroid_1,18.933806195760244
489,GTvsATLAS,LineRatio,thyroid_1,0.6079676909796607
490,GTvsATLAS,MSD,thyroid_1,1.9662269179285459
491,GTvsATLAS,VolumeRatio,thyroid_1,0.14658357218993712
492,GTvsDL,DICE,thyroid_1,0.828673680903786
493,GTvsDL,EPL,thyroid_1,645.5472712862319
494,GTvsDL,Hausdorff,thyroid_1,10.033918061088016
495,GTvsDL,LineRatio,thyroid_1,0.23947206467010088
496,GTvsDL,MSD,thyroid_1,0.42323450534183954
497,GTvsDL,VolumeRatio,thyroid_1,0.05276934371922469
498,GTvsDLB,DICE,thyroid_1,0.8610436855882676
499,GTvsDLB,EPL,thyroid_1,541.1707427536232
500,GTvsDLB,Hausdorff,thyroid_1,11.69392638479004
501,GTvsDLB,LineRatio,thyroid_1,0.1928908051224518
502,GTvsDLB,MSD,thyroid_1,0.31198896681663857
503,GTvsDLB,VolumeRatio,thyroid_1,0.03435884852107087
504,GTvsATLAS,DICE,brainstem_2,
505,GTvsATLAS,EPL,brainstem_2,
506,GTvsATLAS,Hausdorff,brainstem_2,
507,GTvsATLAS,LineRatio,brainstem_2,
508,GTvsATLAS,MSD,brainstem_2,
509,GTvsATLAS,VolumeRatio,brainstem_2,
510,GTvsDL,DICE,brainstem_2,0.8460396443525003
511,GTvsDL,EPL,brainstem_2,316.38781571061645
512,GTvsDL,Hausdorff,brainstem_2,7.5794434802621895
513,GTvsDL,LineRatio,brainstem_2,0.16613768014866714
514,GTvsDL,MSD,brainstem_2,0.39857238905444836
515,GTvsDL,VolumeRatio,brainstem_2,0.03883562552152674
516,GTvsDLB,DICE,brainstem_2,0.9074837820372275
517,GTvsDLB,EPL,brainstem_2,181.1292808219178
518,GTvsDLB,Hausdorff,brainstem_2,5.447214085554969
519,GTvsDLB,LineRatio,brainstem_2,0.09406922766508001
520,GTvsDLB,MSD,brainstem_2,0.15518011347911467
521,GTvsDLB,VolumeRatio,brainstem_2,0.010609008674965796
522,GTvsATLAS,DICE,esophagus_2,0.5759089874926485
523,GTvsATLAS,EPL,esophagus_2,530.0183512369791
524,GTvsATLAS,Hausdorff,esophagus_2,22.53404791429361
525,GTvsATLAS,LineRatio,esophagus_2,0.3793984924022576
526,GTvsATLAS,MSD,esophagus_2,2.5308696126736296
527,GTvsATLAS,VolumeRatio,esophagus_2,0.1347285927206728
528,GTvsDL,DICE,esophagus_2,0.718374367153458
529,GTvsDL,EPL,esophagus_2,261.78050726232397
530,GTvsDL,Hausdorff,esophagus_2,19.191921513748156
531,GTvsDL,LineRatio,esophagus_2,0.17170571635840595
532,GTvsDL,MSD,esophagus_2,1.733886727125043
533,GTvsDL,VolumeRatio,esophagus_2,0.07094203639956516
534,GTvsDLB,DICE,esophagus_2,0.8735841271025009
535,GTvsDLB,EPL,esophagus_2,83.54596720950704
536,GTvsDLB,Hausdorff,esophagus_2,9.790247103485862
537,GTvsDLB,LineRatio,esophagus_2,0.04859267146365605
538,GTvsDLB,MSD,esophagus_2,0.21761436212668192
539,GTvsDLB,VolumeRatio,esophagus_2,0.009157854479506271
540,GTvsATLAS,DICE,eyeback_merged_2,
541,GTvsATLAS,EPL,eyeback_merged_2,
542,GTvsATLAS,Hausdorff,eyeback_merged_2,
543,GTvsATLAS,LineRatio,eyeback_merged_2,
544,GTvsATLAS,MSD,eyeback_merged_2,
545,GTvsATLAS,VolumeRatio,eyeback_merged_2,
546,GTvsDL,DICE,eyeback_merged_2,0.6681186266022219
547,GTvsDL,EPL,eyeback_merged_2,367.1419270833333
548,GTvsDL,Hausdorff,eyeback_merged_2,14.109485761386903
549,GTvsDL,LineRatio,eyeback_merged_2,0.32121382362016593
550,GTvsDL,MSD,eyeback_merged_2,2.3126166498158307
551,GTvsDL,VolumeRatio,eyeback_merged_2,0.2017004113624764
552,GTvsDLB,DICE,eyeback_merged_2,0.8804930397146247
553,GTvsDLB,EPL,eyeback_merged_2,92.4190340909091
554,GTvsDLB,Hausdorff,eyeback_merged_2,4.950658088528209
555,GTvsDLB,LineRatio,eyeback_merged_2,0.07005498578821123
556,GTvsDLB,MSD,eyeback_merged_2,0.19594806576638907
557,GTvsDLB,VolumeRatio,eyeback_merged_2,0.01533652714957336
558,GTvsATLAS,DICE,eyefront_merged_2,
559,GTvsATLAS,EPL,eyefront_merged_2,
560,GTvsATLAS,Hausdorff,eyefront_merged_2,
561,GTvsATLAS,LineRatio,eyefront_merged_2,
562,GTvsATLAS,MSD,eyefront_merged_2,
563,GTvsATLAS,VolumeRatio,eyefront_merged_2,
564,GTvsDL,DICE,eyefront_merged_2,0.35589267427196647
565,GTvsDL,EPL,eyefront_merged_2,326.90546875
566,GTvsDL,Hausdorff,eyefront_merged_2,35.41651215623993
567,GTvsDL,LineRatio,eyefront_merged_2,0.5637630860516047
568,GTvsDL,MSD,eyefront_merged_2,8.205725925139781
569,GTvsDL,VolumeRatio,eyefront_merged_2,0.4366460275162675
570,GTvsDLB,DICE,eyefront_merged_2,0.8073114671038923
571,GTvsDLB,EPL,eyefront_merged_2,90.751953125
572,GTvsDLB,Hausdorff,eyefront_merged_2,5.444935940091822
573,GTvsDLB,LineRatio,eyefront_merged_2,0.09334591630558108
574,GTvsDLB,MSD,eyefront_merged_2,0.4341668561392835
575,GTvsDLB,VolumeRatio,eyefront_merged_2,0.006178046577917984
576,GTvsATLAS,DICE,lips_2,0.6022817752256161
577,GTvsATLAS,EPL,lips_2,662.1088671875
578,GTvsATLAS,Hausdorff,lips_2,14.325039856248981
579,GTvsATLAS,LineRatio,lips_2,0.3198117078075373
580,GTvsATLAS,MSD,lips_2,1.550580593656094
581,GTvsATLAS,VolumeRatio,lips_2,0.09034061919663121
582,GTvsDL,DICE,lips_2,0.6345457896882111
583,GTvsDL,EPL,lips_2,680.132919520548
584,GTvsDL,Hausdorff,lips_2,17.161108362189516
585,GTvsDL,LineRatio,lips_2,0.32352512383385956
586,GTvsDL,MSD,lips_2,1.6373965287680379
587,GTvsDL,VolumeRatio,lips_2,0.14145061707059628
588,GTvsDLB,DICE,lips_2,0.8492434370505868
589,GTvsDLB,EPL,lips_2,214.34383026541096
590,GTvsDLB,Hausdorff,lips_2,7.431278876850111
591,GTvsDLB,LineRatio,lips_2,0.10069051247383604
592,GTvsDLB,MSD,lips_2,0.3257416656798381
593,GTvsDLB,VolumeRatio,lips_2,0.022491613214867083
594,GTvsATLAS,DICE,mandible_2,0.859823988449546
595,GTvsATLAS,EPL,mandible_2,392.78814572704084
596,GTvsATLAS,Hausdorff,mandible_2,23.71252252483955
597,GTvsATLAS,LineRatio,mandible_2,0.052687590897232746
598,GTvsATLAS,MSD,mandible_2,0.6556876936552022
599,GTvsATLAS,VolumeRatio,mandible_2,0.016991959655841812
600,GTvsDL,DICE,mandible_2,0.906322466696042
601,GTvsDL,EPL,mandible_2,301.3205837673611
602,GTvsDL,Hausdorff,mandible_2,17.833450435667913
603,GTvsDL,LineRatio,mandible_2,0.036636660116943366
604,GTvsDL,MSD,mandible_2,0.4193055975300484
605,GTvsDL,VolumeRatio,mandible_2,0.014176460077376293
606,GTvsDLB,DICE,mandible_2,0.9184903291692853
607,GTvsDLB,EPL,mandible_2,263.34014214409723
608,GTvsDLB,Hausdorff,mandible_2,15.018161715601941
609,GTvsDLB,LineRatio,mandible_2,0.03170328457339293
610,GTvsDLB,MSD,mandible_2,0.223056847197
611,GTvsDLB,VolumeRatio,mandible_2,0.013298488265079149
612,GTvsATLAS,DICE,opticNerve_merged_2,
613,GTvsATLAS,EPL,opticNerve_merged_2,
614,GTvsATLAS,Hausdorff,opticNerve_merged_2,
615,GTvsATLAS,LineRatio,opticNerve_merged_2,
616,GTvsATLAS,MSD,opticNerve_merged_2,
617,GTvsATLAS,VolumeRatio,opticNerve_merged_2,
618,GTvsDL,DICE,opticNerve_merged_2,
619,GTvsDL,EPL,opticNerve_merged_2,
620,GTvsDL,Hausdorff,opticNerve_merged_2,
621,GTvsDL,LineRatio,opticNerve_merged_2,
622,GTvsDL,MSD,opticNerve_merged_2,
623,GTvsDL,VolumeRatio,opticNerve_merged_2,
624,GTvsDLB,DICE,opticNerve_merged_2,
625,GTvsDLB,EPL,opticNerve_merged_2,
626,GTvsDLB,Hausdorff,opticNerve_merged_2,
627,GTvsDLB,LineRatio,opticNerve_merged_2,
628,GTvsDLB,MSD,opticNerve_merged_2,
629,GTvsDLB,VolumeRatio,opticNerve_merged_2,
630,GTvsATLAS,DICE,parotid_merged_2,0.7281615216425693
631,GTvsATLAS,EPL,parotid_merged_2,1993.2014453125
632,GTvsATLAS,Hausdorff,parotid_merged_2,16.60864304298626
633,GTvsATLAS,LineRatio,parotid_merged_2,0.43513669939968813
634,GTvsATLAS,MSD,parotid_merged_2,0.9361465630578196
635,GTvsATLAS,VolumeRatio,parotid_merged_2,0.0371261784074857
636,GTvsDL,DICE,parotid_merged_2,0.8359873361755163
637,GTvsDL,EPL,parotid_merged_2,1001.591636344178
638,GTvsDL,Hausdorff,parotid_merged_2,16.244092113617086
639,GTvsDL,LineRatio,parotid_merged_2,0.21593135055716056
640,GTvsDL,MSD,parotid_merged_2,0.4609094291334693
641,GTvsDL,VolumeRatio,parotid_merged_2,0.03342740462217595
642,GTvsDLB,DICE,parotid_merged_2,0.872728102022726
643,GTvsDLB,EPL,parotid_merged_2,713.9597870291096
644,GTvsDLB,Hausdorff,parotid_merged_2,12.698134220975247
645,GTvsDLB,LineRatio,parotid_merged_2,0.15631417630279382
646,GTvsDLB,MSD,parotid_merged_2,0.31179699408190764
647,GTvsDLB,VolumeRatio,parotid_merged_2,0.02213636848265146
648,GTvsATLAS,DICE,pcm_low_2,0.5329386848238381
649,GTvsATLAS,EPL,pcm_low_2,220.9476273148148
650,GTvsATLAS,Hausdorff,pcm_low_2,15.804429203976007
651,GTvsATLAS,LineRatio,pcm_low_2,0.26211946918982476
652,GTvsATLAS,MSD,pcm_low_2,2.517800076745196
653,GTvsATLAS,VolumeRatio,pcm_low_2,0.06754525259927656
654,GTvsDL,DICE,pcm_low_2,0.5327180858300569
655,GTvsDL,EPL,pcm_low_2,327.1471737132353
656,GTvsDL,Hausdorff,pcm_low_2,14.313112004352707
657,GTvsDL,LineRatio,pcm_low_2,0.320601932448798
658,GTvsDL,MSD,pcm_low_2,2.283000288351491
659,GTvsDL,VolumeRatio,pcm_low_2,0.18907331673406866
660,GTvsDLB,DICE,pcm_low_2,0.8262659650826608
661,GTvsDLB,EPL,pcm_low_2,62.99228766025641
662,GTvsDLB,Hausdorff,pcm_low_2,13.355977924856228
663,GTvsDLB,LineRatio,pcm_low_2,0.06301577469859061
664,GTvsDLB,MSD,pcm_low_2,0.6672273566232967
665,GTvsDLB,VolumeRatio,pcm_low_2,0.02542454593409856
666,GTvsATLAS,DICE,pcm_mid_2,0.620141224436437
667,GTvsATLAS,EPL,pcm_mid_2,366.3058894230769
668,GTvsATLAS,Hausdorff,pcm_mid_2,11.565606878920303
669,GTvsATLAS,LineRatio,pcm_mid_2,0.24520345896155554
670,GTvsATLAS,MSD,pcm_mid_2,1.28833302943814
671,GTvsATLAS,VolumeRatio,pcm_mid_2,0.0847216449870293
672,GTvsDL,DICE,pcm_mid_2,0.5892938469952674
673,GTvsDL,EPL,pcm_mid_2,377.910888671875
674,GTvsDL,Hausdorff,pcm_mid_2,14.0282032534402
675,GTvsDL,LineRatio,pcm_mid_2,0.2715888680627925
676,GTvsDL,MSD,pcm_mid_2,1.808274854141046
677,GTvsDL,VolumeRatio,pcm_mid_2,0.1318987635259848
678,GTvsDLB,DICE,pcm_mid_2,0.8501617089175383
679,GTvsDLB,EPL,pcm_mid_2,84.37129934210526
680,GTvsDLB,Hausdorff,pcm_mid_2,5.8303304977292525
681,GTvsDLB,LineRatio,pcm_mid_2,0.04977381662811546
682,GTvsDLB,MSD,pcm_mid_2,0.26038583082648914
683,GTvsDLB,VolumeRatio,pcm_mid_2,0.009606361131141246
684,GTvsATLAS,DICE,pcm_up_2,0.6226833532760789
685,GTvsATLAS,EPL,pcm_up_2,607.9289362980769
686,GTvsATLAS,Hausdorff,pcm_up_2,19.977130602437622
687,GTvsATLAS,LineRatio,pcm_up_2,0.2696382500699347
688,GTvsATLAS,MSD,pcm_up_2,1.3561223291964795
689,GTvsATLAS,VolumeRatio,pcm_up_2,0.06560400582800083
690,GTvsDL,DICE,pcm_up_2,0.5516219688272563
691,GTvsDL,EPL,pcm_up_2,769.4158380681819
692,GTvsDL,Hausdorff,pcm_up_2,23.828800055237103
693,GTvsDL,LineRatio,pcm_up_2,0.3610428279353184
694,GTvsDL,MSD,pcm_up_2,2.2692362785002613
695,GTvsDL,VolumeRatio,pcm_up_2,0.18019380885885086
696,GTvsDLB,DICE,pcm_up_2,0.7808197838453234
697,GTvsDLB,EPL,pcm_up_2,322.7106291118421
698,GTvsDLB,Hausdorff,pcm_up_2,14.139416515088586
699,GTvsDLB,LineRatio,pcm_up_2,0.13224279478162243
700,GTvsDLB,MSD,pcm_up_2,0.4732997804293132
701,GTvsDLB,VolumeRatio,pcm_up_2,0.02532722168728358
702,GTvsATLAS,DICE,spinalcord_2,0.7696490832371432
703,GTvsATLAS,EPL,spinalcord_2,375.1554296875
704,GTvsATLAS,Hausdorff,spinalcord_2,14.465941542276054
705,GTvsATLAS,LineRatio,spinalcord_2,0.11191894189110636
706,GTvsATLAS,MSD,spinalcord_2,0.6613410144563098
707,GTvsATLAS,VolumeRatio,spinalcord_2,0.020733721071020228
708,GTvsDL,DICE,spinalcord_2,0.8139816703723822
709,GTvsDL,EPL,spinalcord_2,177.39699272260273
710,GTvsDL,Hausdorff,spinalcord_2,14.657354446382753
711,GTvsDL,LineRatio,spinalcord_2,0.05236548458491089
712,GTvsDL,MSD,spinalcord_2,0.7750026391579837
713,GTvsDL,VolumeRatio,spinalcord_2,0.014762675088851897
714,GTvsDLB,DICE,spinalcord_2,0.8222009867603954
715,GTvsDLB,EPL,spinalcord_2,155.99951840753425
716,GTvsDLB,Hausdorff,spinalcord_2,15.991223814949292
717,GTvsDLB,LineRatio,spinalcord_2,0.045954091592055706
718,GTvsDLB,MSD,spinalcord_2,0.7617319735146264
719,GTvsDLB,VolumeRatio,spinalcord_2,0.008151172983205005
720,GTvsATLAS,DICE,submandibular_merged_2,0.6374241028327919
721,GTvsATLAS,EPL,submandibular_merged_2,819.9716796875
722,GTvsATLAS,Hausdorff,submandibular_merged_2,14.62026236356445
723,GTvsATLAS,LineRatio,submandibular_merged_2,0.4155706773532281
724,GTvsATLAS,MSD,submandibular_merged_2,1.353346274219786
725,GTvsATLAS,VolumeRatio,submandibular_merged_2,0.06484152939386872
726,GTvsDL,DICE,submandibular_merged_2,0.7825294699003015
727,GTvsDL,EPL,submandibular_merged_2,399.1945950255102
728,GTvsDL,Hausdorff,submandibular_merged_2,12.397377103717462
729,GTvsDL,LineRatio,submandibular_merged_2,0.19469767388292092
730,GTvsDL,MSD,submandibular_merged_2,0.992329491746545
731,GTvsDL,VolumeRatio,submandibular_merged_2,0.09804659638874641
732,GTvsDLB,DICE,submandibular_merged_2,0.8899004897762086
733,GTvsDLB,EPL,submandibular_merged_2,167.54695471938774
734,GTvsDLB,Hausdorff,submandibular_merged_2,6.187208076400614
735,GTvsDLB,LineRatio,submandibular_merged_2,0.07007051384561222
736,GTvsDLB,MSD,submandibular_merged_2,0.2028688019466447
737,GTvsDLB,VolumeRatio,submandibular_merged_2,0.012551395595576088
738,GTvsATLAS,DICE,thyroid_2,0.5828724017050096
739,GTvsATLAS,EPL,thyroid_2,1009.7841589095744
740,GTvsATLAS,Hausdorff,thyroid_2,18.933806195760244
741,GTvsATLAS,LineRatio,thyroid_2,0.428810039245086
742,GTvsATLAS,MSD,thyroid_2,1.9662269179285459
743,GTvsATLAS,VolumeRatio,thyroid_2,0.07832007898714519
744,GTvsDL,DICE,thyroid_2,0.828673680903786
745,GTvsDL,EPL,thyroid_2,287.1916893115942
746,GTvsDL,Hausdorff,thyroid_2,10.033918061088016
747,GTvsDL,LineRatio,thyroid_2,0.10292749229899874
748,GTvsDL,MSD,thyroid_2,0.42323450534183954
749,GTvsDL,VolumeRatio,thyroid_2,0.02087916403811718
750,GTvsDLB,DICE,thyroid_2,0.8610436855882676
751,GTvsDLB,EPL,thyroid_2,226.51862545289856
752,GTvsDLB,Hausdorff,thyroid_2,11.69392638479004
753,GTvsDLB,LineRatio,thyroid_2,0.07435655439680139
754,GTvsDLB,MSD,thyroid_2,0.31198896681663857
755,GTvsDLB,VolumeRatio,thyroid_2,0.011410337862093205
